id,email,name,password,role,createdAt,updatedAt
cm725i1g801xku6o4n25h0xnn,laxmiyadav376@gmail.com,Laxmi Yadav,laxmiyadav,CITIZEN,2025-02-12 16:54:18.585,2025-02-12 16:54:18.585
cm725i1ln01xpu6o47osbihut,sumanlata842@gmail.com,Suman Lata,sumanlata,CITIZEN,2025-02-12 16:54:18.779,2025-02-12 16:54:18.779
cm725i1or01xsu6o4sxqk9vyt,raghavsingh664@gmail.com,Raghav Singh,raghavsingh,CITIZEN,2025-02-12 16:54:18.891,2025-02-12 16:54:18.891
cm725i1rn01xvu6o4vt39hlt9,poojapatel117@gmail.com,Pooja Patel,poojapatel,CITIZEN,2025-02-12 16:54:18.995,2025-02-12 16:54:18.995
cm725i1uc01xyu6o4e4km7fsz,gopalprasad527@gmail.com,Gopal Prasad,gopalprasad,CITIZEN,2025-02-12 16:54:19.092,2025-02-12 16:54:19.092
cm725i1xf01y1u6o4jhldxobz,रविकुमार716@gmail.com,रवि कुमार,रविकुमार,CITIZEN,2025-02-12 16:54:19.203,2025-02-12 16:54:19.203
cm725i20i01y4u6o434x8r3ra,सुमनदेवी590@gmail.com,सुमन देवी,सुमनदेवी,CITIZEN,2025-02-12 16:54:19.314,2025-02-12 16:54:19.314
cm725i23l01y7u6o4ov0ahgxh,अमितयादव215@gmail.com,अमित यादव,अमितयादव,CITIZEN,2025-02-12 16:54:19.425,2025-02-12 16:54:19.425
cm725i26u01yau6o4s2si4al8,नीलमसिंह727@gmail.com,नीलम सिंह,नीलमसिंह,CITIZEN,2025-02-12 16:54:19.542,2025-02-12 16:54:19.542
cm725i2a101ydu6o48x7l9s2u,अनिलशर्मा702@gmail.com,अनिल शर्मा,अनिलशर्मा,CITIZEN,2025-02-12 16:54:19.658,2025-02-12 16:54:19.658
cm725i2cs01ygu6o49fj2jmlp,मीरारानी533@gmail.com,मीरा रानी,मीरारानी,CITIZEN,2025-02-12 16:54:19.757,2025-02-12 16:54:19.757
cm725i43i01zmu6o4v41p53oy,soniyarani618@gmail.com,Soniya Rani,soniyarani,CITIZEN,2025-02-12 16:54:22.014,2025-02-12 16:54:22.014
cm725i49f01zru6o4jdt4pn92,geetasingh898@gmail.com,Geeta Singh,geetasingh,CITIZEN,2025-02-12 16:54:22.227,2025-02-12 16:54:22.227
cm725i4hb01zxu6o4kpam4k4j,amanyadav128@gmail.com,Aman Yadav,amanyadav,CITIZEN,2025-02-12 16:54:22.512,2025-02-12 16:54:22.512
cm725i4kr0200u6o4zmenmmji,meeraverma226@gmail.com,Meera Verma,meeraverma,CITIZEN,2025-02-12 16:54:22.635,2025-02-12 16:54:22.635
cm725i51f020du6o4192sfemj,rahulyadav877@gmail.com,Rahul Yadav,rahulyadav,CITIZEN,2025-02-12 16:54:23.236,2025-02-12 16:54:23.236
cm725i53z020fu6o418y4077t,anjalipatel561@gmail.com,Anjali Patel,anjalipatel,CITIZEN,2025-02-12 16:54:23.327,2025-02-12 16:54:23.327
cm725i5gr020pu6o4c8finf8t,meenalsharma407@gmail.com,Meenal Sharma,meenalsharma,CITIZEN,2025-02-12 16:54:23.787,2025-02-12 16:54:23.787
cm725i5kc020su6o41alrpo9y,ravindrasingh284@gmail.com,Ravindra Singh,ravindrasingh,CITIZEN,2025-02-12 16:54:23.916,2025-02-12 16:54:23.916
cm725i5nk020vu6o4q4ucjgyg,shalinimishra397@gmail.com,Shalini Mishra,shalinimishra,CITIZEN,2025-02-12 16:54:24.032,2025-02-12 16:54:24.032
cm725i5u10210u6o4825je9p6,geetaverma35@gmail.com,Geeta Verma,geetaverma,CITIZEN,2025-02-12 16:54:24.266,2025-02-12 16:54:24.266
cm725i5zh0215u6o4gudfk11j,divyasharma749@gmail.com,Divya Sharma,divyasharma,CITIZEN,2025-02-12 16:54:24.462,2025-02-12 16:54:24.462
cm725i6210218u6o4sj3gnhf4,vinodyadav160@gmail.com,Vinod Yadav,vinodyadav,CITIZEN,2025-02-12 16:54:24.553,2025-02-12 16:54:24.553
cm725i65n021bu6o4ihtga927,kavitapatel584@gmail.com,Kavita Patel,kavitapatel,CITIZEN,2025-02-12 16:54:24.684,2025-02-12 16:54:24.684
cm725i68m021eu6o4ar7bjcbt,ajaykumar76@gmail.com,Ajay Kumar,ajaykumar,CITIZEN,2025-02-12 16:54:24.791,2025-02-12 16:54:24.791
cm725i6bh021hu6o4ba03oveb,preetisingh643@gmail.com,Preeti Singh,preetisingh,CITIZEN,2025-02-12 16:54:24.893,2025-02-12 16:54:24.893
cm725i6gs021mu6o4v4znluoa,rajatyadav402@gmail.com,Rajat Yadav,rajatyadav,CITIZEN,2025-02-12 16:54:25.084,2025-02-12 16:54:25.084
cm725i6q3021tu6o43zxmvdkv,priyankayadav454@gmail.com,Priyanka Yadav,priyankayadav,CITIZEN,2025-02-12 16:54:25.419,2025-02-12 16:54:25.419
cm725i6ta021wu6o44h7w1pl8,rajendrakumar114@gmail.com,Rajendra Kumar,rajendrakumar,CITIZEN,2025-02-12 16:54:25.535,2025-02-12 16:54:25.535
cm725i6wg021zu6o4r41ihb0u,ankitsingh907@gmail.com,Ankit Singh,ankitsingh,CITIZEN,2025-02-12 16:54:25.648,2025-02-12 16:54:25.648
cm725i6zl0222u6o4tj6imf2j,rekhadevi895@gmail.com,Rekha Devi,rekhadevi,CITIZEN,2025-02-12 16:54:25.762,2025-02-12 16:54:25.762
cm725i72k0225u6o4nc8cdurr,vinaytripathi806@gmail.com,Vinay Tripathi,vinaytripathi,CITIZEN,2025-02-12 16:54:25.868,2025-02-12 16:54:25.868
cm725i75t0228u6o44o1wmovt,neerajsingh55@gmail.com,Neeraj Singh,neerajsingh,CITIZEN,2025-02-12 16:54:25.985,2025-02-12 16:54:25.985
